Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,1st phase - general contingent,4,Nursing,daytime,Secondary education,135.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,123.0,yes,no,no,yes,female,yes,18,no,0,8,8,7,13.381428571428572,0,0,8,8,7,13.381428571428572,0,10.8,1.4,1.74,Not Dropout
single,1st phase - general contingent,2,Nursing,daytime,Secondary education,131.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",122.1,yes,no,no,yes,female,no,18,no,0,7,8,7,14.13125,0,0,8,8,8,13.98375,0,15.5,2.8,-4.06,Not Dropout
single,2nd phase - general contingent,4,Veterinary Nursing,daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",123.7,no,no,no,yes,female,no,19,no,0,5,11,5,11.714285714285714,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Not Dropout
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,130.0,Portuguese,Unknown,Unknown,(blank),(blank),114.8,no,no,no,yes,female,no,44,no,0,6,9,6,11.166666666666666,0,1,6,15,2,11.0,1,7.6,2.6,0.32,Not Dropout
single,Holders of other higher courses,1,Agronomy,daytime,Higher education - degree,130.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130.0,no,no,no,yes,female,no,32,no,0,6,7,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
single,Change of course,1,Basic Education,daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,122.3,no,no,no,yes,female,no,22,no,0,6,9,5,13.6,0,0,6,8,5,12.0,0,12.7,3.7,-1.7,Dropout
married,Over 23 years old,1,Agronomy,daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,152.4,yes,no,no,yes,female,no,36,no,4,12,14,12,13.846153846153848,0,5,12,18,11,14.090909090909092,0,8.9,1.4,3.51,Not Dropout
single,2nd phase - general contingent,1,Journalism and Communication,daytime,Secondary education,125.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",120.1,no,no,no,yes,female,yes,18,no,0,6,7,6,12.5,0,0,6,8,6,13.333333333333334,0,16.2,0.3,-0.92,Not Dropout
single,1st phase - general contingent,1,Equinculture,daytime,Secondary education,160.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,155.1,yes,no,no,yes,female,no,20,no,0,5,5,5,16.4,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,Not Dropout
single,Change of institution/course,1,Communication Design,daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",124.5,no,no,no,yes,female,yes,20,no,5,11,11,11,13.818181818181818,0,5,11,11,11,13.454545454545457,0,11.1,0.6,2.02,Not Dropout
single,2nd phase - general contingent,1,Social Service,daytime,Secondary education,144.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,126.9,no,no,no,yes,female,no,19,no,0,6,8,5,10.6,0,0,6,11,4,10.5,0,15.5,2.8,-4.06,Not Dropout
single,Over 23 years old,1,Management,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",153.2,yes,no,yes,yes,female,no,24,no,0,5,8,5,10.2,0,0,5,6,5,12.2,0,12.4,0.5,1.79,Not Dropout
single,Change of course,1,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,135.0,no,no,no,yes,female,no,27,no,7,10,10,9,11.444444444444445,0,4,11,11,5,10.8,0,10.8,1.4,1.74,Dropout
single,Change of course,6,Social Service,daytime,Secondary education,129.0,Portuguese,Unknown,Unknown,Student,Student,125.2,no,no,no,yes,female,yes,23,no,15,16,18,16,13.0,0,11,13,15,13,13.266666666666667,0,9.4,-0.8,-3.12,Not Dropout
single,1st phase - general contingent,5,Nursing,daytime,Secondary education,144.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,141.3,yes,no,no,yes,female,yes,18,no,0,8,9,8,13.31,1,0,8,9,8,13.31,1,9.4,-0.8,-3.12,Not Dropout
single,2nd phase - general contingent,1,Social Service,daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,117.1,yes,no,no,yes,female,yes,18,no,0,6,10,5,10.571428571428571,1,0,6,9,5,12.2,0,12.7,3.7,-1.7,Not Dropout
single,2nd phase - general contingent,3,Nursing,daytime,Secondary education,144.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,126.5,yes,no,no,yes,female,yes,20,no,0,8,8,7,13.487142857142857,0,0,8,8,7,13.487142857142857,0,10.8,1.4,1.74,Not Dropout
single,1st phase - general contingent,1,Tourism,daytime,Secondary education,132.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",120.1,no,no,no,yes,female,yes,20,no,0,6,6,6,12.333333333333334,0,0,6,7,6,11.833333333333334,0,13.9,-0.3,0.79,Not Dropout
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary education,142.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,128.4,no,no,no,yes,female,no,23,no,0,6,11,6,11.875,0,0,6,9,5,12.833333333333334,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,2,Nursing,daytime,Secondary education,136.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,140.0,yes,no,no,yes,female,no,20,no,0,7,7,6,13.966666666666669,0,0,7,7,6,13.966666666666669,0,7.6,2.6,0.32,Not Dropout
single,Over 23 years old,1,Tourism,daytime,12th year of schooling - not completed,133.1,Portuguese,Unknown,Unknown,Student,Student,110.0,yes,no,no,no,female,no,28,no,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary education,122.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",116.8,yes,no,no,yes,female,no,21,no,0,5,8,4,11.5,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Not Dropout
single,1st phase - general contingent,2,Oral Hygiene,daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,104.5,yes,no,no,yes,female,no,21,no,0,2,2,2,12.5,0,0,7,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,Holders of other higher courses,1,Nursing,daytime,Higher education - degree,140.0,Portuguese,Unknown,Unknown,Student,Student,140.0,no,no,no,yes,female,no,28,no,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,117.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,113.2,no,yes,no,yes,female,no,18,no,0,7,10,6,11.98,0,0,8,11,7,13.225,0,16.2,0.3,-0.92,Not Dropout
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,136.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,123.8,no,no,no,yes,female,no,19,no,0,7,10,6,11.614285714285714,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,Not Dropout
single,3rd phase - general contingent,6,Nursing,daytime,Secondary education,141.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",126.7,yes,no,no,yes,female,yes,18,no,0,8,8,7,14.314285714285717,0,0,8,8,7,14.314285714285717,0,12.7,3.7,-1.7,Not Dropout
single,1st phase - general contingent,3,Nursing,daytime,Secondary education,130.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",133.8,no,no,no,yes,female,no,19,no,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,3,Nursing,daytime,Secondary education,102.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",100.6,yes,no,no,yes,female,yes,20,no,0,7,9,6,12.766666666666666,0,0,8,10,7,12.128571428571428,0,12.4,0.5,1.79,Not Dropout
single,2nd phase - general contingent,1,Basic Education,daytime,Secondary education,126.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,132.7,no,no,no,yes,female,yes,18,no,0,6,7,6,12.666666666666666,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Not Dropout
single,Change of course,2,Advertising and Marketing Management,daytime,Secondary education,125.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Intermediate Level Technicians and Professions,106.6,yes,no,no,yes,female,no,20,no,4,6,7,6,11.5,0,0,6,10,4,10.571428571428571,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,1,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,140.4,no,no,no,yes,female,no,31,no,2,6,13,5,11.4,0,0,6,14,4,11.75,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,3,Nursing,daytime,Secondary education,132.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",128.3,yes,no,no,yes,female,yes,19,no,0,7,8,7,14.70625,0,0,8,8,8,14.4775,0,15.5,2.8,-4.06,Not Dropout
single,1st phase - general contingent,3,Nursing,daytime,Secondary education,128.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",118.6,yes,no,no,yes,female,yes,19,no,0,7,9,6,11.814285714285717,0,0,8,8,7,13.542857142857144,0,13.9,-0.3,0.79,Not Dropout
single,1st phase - general contingent,1,Communication Design,daytime,Secondary education,115.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,123.4,no,no,no,yes,female,no,23,no,1,6,8,6,13.0,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,Not Dropout
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary education,125.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.0,no,no,no,yes,female,no,19,no,0,6,7,6,14.857142857142858,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Not Dropout
single,1st phase - general contingent,6,Nursing,daytime,Secondary education,137.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,121.3,yes,no,no,yes,female,no,20,no,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,Not Dropout
single,Holders of other higher courses,3,Equinculture,daytime,Higher education - degree,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Other Situation,"Personal Services, Security and Safety Workers and Sellers",130.0,no,no,yes,no,female,no,27,no,1,5,6,2,11.5,0,0,5,5,1,11.0,0,12.7,3.7,-1.7,Dropout
single,Over 23 years old,1,Oral Hygiene,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,100.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,120.0,no,no,no,yes,female,no,29,no,0,7,9,1,10.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,2nd phase - general contingent,1,Tourism,daytime,Secondary education,122.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Intermediate Level Technicians and Professions,130.4,yes,no,no,yes,female,no,18,no,0,6,10,5,11.8,0,0,6,10,5,12.2,0,11.1,0.6,2.02,Not Dropout
single,2nd phase - general contingent,1,Communication Design,daytime,Secondary education,126.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",118.7,no,no,no,yes,female,no,18,no,0,6,7,5,11.8,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,Not Dropout
single,2nd phase - general contingent,1,Nursing,daytime,Secondary education,128.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",131.5,no,no,no,yes,female,no,18,no,0,8,8,8,12.77125,0,0,8,8,8,12.77125,0,9.4,-0.8,-3.12,Not Dropout
single,2nd phase - general contingent,2,Tourism,daytime,Secondary education,128.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,129.1,yes,no,no,yes,female,no,18,no,0,6,6,6,12.666666666666666,0,0,6,7,5,14.6,0,11.1,0.6,2.02,Not Dropout
single,Holders of other higher courses,2,Veterinary Nursing,daytime,Higher education - degree,130.0,Portuguese,Higher Education - Degree,Higher Education - Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",130.0,no,no,no,no,female,no,28,no,0,5,9,1,12.0,1,0,4,10,0,0.0,4,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,2,Nursing,daytime,Secondary education,135.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",132.8,yes,no,no,yes,female,yes,18,no,0,8,12,7,11.721428571428572,0,0,8,12,7,11.721428571428572,0,12.7,3.7,-1.7,Not Dropout
single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary education,138.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,133.5,yes,no,no,yes,female,no,18,no,0,6,6,6,12.666666666666666,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,Not Dropout
single,1st phase - general contingent,1,Equinculture,daytime,Secondary education,150.0,Portuguese,Higher Education - Doctorate,Higher Education - Doctorate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,146.2,no,no,no,yes,female,no,18,no,0,5,12,4,13.0,2,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,2,Management,daytime,Secondary education,125.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",115.2,no,yes,no,yes,female,no,21,no,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
